CRIME_DATE,TIME,TIME _PERIOD,MOUTH,DATE,CRIME_YEAR,CRIME_CATEGORY_NUMBER,CRIME_CATEGORY_DESCRIPTION,ZIP,LATITUDE,LONGITUDE,EVENT,WeekdayNum,STATISTICAL_CODE_DESCRIPTION
3/4/2013,09:03,5,3,4,2013,19,DISORDERLY CONDUCT,90007,34.02899,-118.27355,0,1,DISORDERLY CONDUCT: Disturbing The Peace/Court Disturbances
9/9/2012,09:09,5,9,9,2012,10,FRAUD AND NSF CHECKS,90007,34.02899,-118.27355,1,7,FRAUD: Fraud By False Pretenses
5/20/2014,11:05,6,5,20,2014,6,LARCENY THEFT,90007,34.02899,-118.27355,0,2,GRAND THEFT: Purse Snatch
1/26/2014,15:01,8,1,26,2014,30,MISDEMEANORS MISCELLANEOUS,90007,34.02899,-118.27355,1,7,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors"
1/26/2014,15:01,8,1,26,2014,4,AGGRAVATED ASSAULT,90007,34.02899,-118.27355,1,7,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
11/1/2012,16:11,9,11,1,2012,10,FRAUD AND NSF CHECKS,90007,34.02899,-118.27355,0,4,FRAUD: Fraud By False Pretenses
6/7/2014,20:06,11,6,7,2014,4,AGGRAVATED ASSAULT,90007,34.02899,-118.27355,1,6,"ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE"
1/22/2014,21:01,11,1,22,2014,3,ROBBERY,90007,34.02899,-118.27355,0,3,"ROBBERY, WEAPON: Other"
12/7/2014,22:12,12,12,7,2014,4,AGGRAVATED ASSAULT,90007,34.02899,-118.27355,1,7,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
12/27/2014,00:12,1,12,27,2014,6,LARCENY THEFT,90007,34.03016,-118.27299,2,6,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
8/5/2014,03:08,2,8,5,2014,9,FORGERY,90007,34.03056,-118.26795,0,2,WORTHLESS DOCUMENTS/FORGERY: Forgery - Other
4/23/2012,08:04,5,4,23,2012,29,FELONIES MISCELLANEOUS,90007,34.03056,-118.26795,0,1,"FELONIES, MISCELLANEOUS: All Other Felonies"
12/19/2014,08:12,5,12,19,2014,13,NON-AGGRAVATED ASSAULTS,90007,34.03056,-118.26795,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/12/2011,10:04,6,4,12,2011,28,FEDERAL OFFENSES WITH MONEY,90007,34.03056,-118.26795,0,2,FEDERAL OFFENSES WITH MONEY: All Other Federal Offenses With Money
7/23/2014,10:07,6,7,23,2014,13,NON-AGGRAVATED ASSAULTS,90007,34.03056,-118.26795,0,3,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
10/30/2013,10:10,6,10,30,2013,13,NON-AGGRAVATED ASSAULTS,90007,34.03056,-118.26795,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
1/24/2014,11:01,6,1,24,2014,16,NARCOTICS,90007,34.03056,-118.26795,0,5,Felony Possession of a Controlled Substance (excluding Marijuana)
11/9/2012,11:11,6,11,9,2012,13,NON-AGGRAVATED ASSAULTS,90007,34.03056,-118.26795,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
2/7/2013,12:02,7,2,7,2013,13,NON-AGGRAVATED ASSAULTS,90007,34.03056,-118.26795,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/6/2013,12:05,7,5,6,2013,13,NON-AGGRAVATED ASSAULTS,90007,34.03056,-118.26795,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
9/5/2012,12:09,7,9,5,2012,4,AGGRAVATED ASSAULT,90007,34.03056,-118.26795,0,3,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
11/21/2012,12:11,7,11,21,2012,27,FEDERAL OFFENSES W/O MONEY,90007,34.03056,-118.26795,0,3,FEDERAL OFFENSES WITHOUT MONEY: Counterfeiting Federal Documents
12/26/2014,12:12,7,12,26,2014,13,NON-AGGRAVATED ASSAULTS,90007,34.03056,-118.26795,2,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
3/2/2011,13:03,7,3,2,2011,14,WEAPON LAWS,90007,34.03056,-118.26795,0,3,WEAPON LAWS: Felony
12/2/2010,13:12,7,12,2,2010,14,WEAPON LAWS,90007,34.03056,-118.26795,0,4,WEAPON LAWS: Felony
7/16/2012,14:07,8,7,16,2012,18,DRUNK / ALCOHOL / DRUGS,90007,34.03056,-118.26795,0,1,DRUNK: Alcohol
7/15/2013,14:07,8,7,15,2013,13,NON-AGGRAVATED ASSAULTS,90007,34.03056,-118.26795,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/11/2013,14:10,8,10,11,2013,13,NON-AGGRAVATED ASSAULTS,90007,34.03056,-118.26795,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/16/2011,15:05,8,5,16,2011,13,NON-AGGRAVATED ASSAULTS,90007,34.03056,-118.26795,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/20/2013,15:06,8,6,20,2013,30,MISDEMEANORS MISCELLANEOUS,90007,34.03056,-118.26795,0,4,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
7/17/2013,15:07,8,7,17,2013,13,NON-AGGRAVATED ASSAULTS,90007,34.03056,-118.26795,0,3,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
1/26/2011,17:01,9,1,26,2011,13,NON-AGGRAVATED ASSAULTS,90007,34.03056,-118.26795,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/24/2013,00:05,1,5,24,2013,24,VANDALISM,90007,34.03116,-118.26853,0,5,VANDALISM FELONY
12/25/2012,12:12,7,12,25,2012,24,VANDALISM,90007,34.03116,-118.26853,2,2,VANDALISM FELONY
7/1/2010,10:07,6,7,1,2010,19,DISORDERLY CONDUCT,90007,34.03156,-118.26711,0,4,DISORDERLY CONDUCT: Disturbing The Peace/Court Disturbances
10/5/2010,11:10,6,10,5,2010,13,NON-AGGRAVATED ASSAULTS,90007,34.03156,-118.26711,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/18/2010,14:06,8,6,18,2010,24,VANDALISM,90007,34.03156,-118.26711,0,5,VANDALISM FELONY
6/14/2010,15:06,8,6,14,2010,24,VANDALISM,90007,34.03156,-118.26711,0,1,VANDALISM MISD
1/31/2013,16:01,9,1,31,2013,26,RECEIVING STOLEN PROPERTY,90007,34.03236,-118.26753,0,4,RECEIVING STOLEN PROPERTY: Receiving Stolen Property
3/28/2014,11:03,6,3,28,2014,7,GRAND THEFT AUTO,90007,34.03328,-118.27308,0,5,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van
7/24/2012,11:07,6,7,24,2012,7,GRAND THEFT AUTO,90007,34.03412,-118.27196,0,2,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van
10/3/2013,11:10,6,10,3,2013,13,NON-AGGRAVATED ASSAULTS,90007,34.03418,-118.26356,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/20/2010,10:04,6,4,20,2010,7,GRAND THEFT AUTO,90007,34.03436,-118.27196,0,2,"GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van"
5/24/2010,18:05,10,5,24,2010,16,NARCOTICS,90007,34.03826,-118.28566,0,1,NARCOTICS: Marijuana Misdemeanors (Less Than 1 oz)
11/25/2013,17:11,9,11,25,2013,18,DRUNK / ALCOHOL / DRUGS,90007,34.03987,-118.28408,0,1,DRUNK: Alcohol
9/25/2012,13:09,7,9,25,2012,16,NARCOTICS,90007,34.04282,-118.28421,0,2,Felony Possession of a Controlled Substance (excluding Marijuana)
8/10/2014,14:08,8,8,10,2014,18,DRUNK / ALCOHOL / DRUGS,90007,34.04358,-118.32128,1,7,DRUNK: Alcohol
4/10/2014,16:04,9,4,10,2014,13,NON-AGGRAVATED ASSAULTS,90007,34.04378,-118.25472,0,4,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE"
1/25/2014,01:01,1,1,25,2014,16,NARCOTICS,90007,34.04953,-118.25947,1,6,Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)
8/17/2013,11:08,6,8,17,2013,3,ROBBERY,90007,34.04953,-118.25947,1,6,"ROBBERY, WEAPON: Other"
1/14/2013,18:01,10,1,14,2013,14,WEAPON LAWS,90007,34.04953,-118.25947,0,1,WEAPON LAWS: Misdemeanor
3/18/2014,21:03,11,3,18,2014,16,NARCOTICS,90007,34.04953,-118.25947,0,2,NARCOTICS: Marijuana Misdemeanors (Less Than 1 oz)
12/4/2011,11:12,6,12,4,2011,6,LARCENY THEFT,90007,34.05796,-118.27586,1,7,GRAND THEFT: Pick Pocket
4/24/2013,12:04,7,4,24,2013,13,NON-AGGRAVATED ASSAULTS,90007,34.059,-118.23213,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
